条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.214,17,14,3,0,0,2,0,1,1,0,1,0.294
1-0より,.111,9,9,1,0,0,0,0,0,0,0,0,0.111
2-0より,.000,3,2,0,0,0,0,0,1,0,0,0,0.333
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.222,9,9,2,0,0,0,0,0,0,0,0,0.222
1-1より,.000,11,11,0,0,0,0,0,0,0,0,0,0.0
2-1より,.500,4,4,2,1,0,0,0,0,0,0,0,0.5
3-1より,.250,7,4,1,0,0,1,0,2,1,0,0,0.571
0-2より,.231,13,13,3,0,0,2,9,0,0,0,0,0.231
1-2より,.200,16,15,3,2,0,0,9,0,1,0,0,0.25
2-2より,.200,15,15,3,1,0,0,10,0,0,0,0,0.2
3-2より,.000,15,9,0,0,0,0,4,6,0,0,0,0.4
