打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,28,6,0.214,1,7,2,0,0,0.267
2打席目,27,3,0.111,2,7,3,0,0,0.2
3打席目,25,4,0.16,1,7,5,0,0,0.3
4打席目,17,5,0.294,1,5,4,0,0,0.429
5打席目以上,2,0,0.0,0,2,0,0,0,0.0
