球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.189,19,61,53,4,10,3,0,3,22,6,15,5,1,2,0,1,0,0,1,.279,.415,0.694
東京ドーム,.182,3,11,11,1,2,0,0,1,5,1,4,0,0,0,0,0,0,0,1,.182,.455,0.636
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.000,3,8,4,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,.500,.000,0.5
マツダスタジアム,.087,8,24,23,1,2,0,0,1,5,1,10,1,0,0,0,0,0,0,1,.125,.217,0.342
神宮,.333,3,8,6,1,2,0,0,0,2,0,1,1,0,1,0,0,0,0,1,.500,.333,0.833
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.250,2,8,8,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,2,.250,.375,0.625
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
