アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,25,28.7%,安打,18,52.9%
フライ,30,34.5%,四死球,14,41.2%
空三振,27,31.0%,失策出塁,1,2.9%
見三振,5,5.7%,野選,1,2.9%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
