左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
47.2% (34),47.2% (34),47.2% (34),20.8% (15),20.8% (15),20.8% (15),31.9% (23),31.9% (23),31.9% (23)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
30.8% (4),100.0% (5),46.3% (25),30.8% (4),0.0% (0),20.4% (11),38.5% (5),0.0% (0),33.3% (18)
