左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.5% (20),46.5% (20),46.5% (20),14.0% (6),14.0% (6),14.0% (6),39.5% (17),39.5% (17),39.5% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
71.4% (5),- (0),41.7% (15),14.3% (1),- (0),13.9% (5),14.3% (1),- (0),44.4% (16)
