条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.162,37,37,6,3,0,0,0,8,0,0,0,0,.162
1塁,.111,11,9,1,0,0,0,0,1,0,0,2,0,.111
2塁,.000,2,2,0,0,0,0,0,1,0,0,0,0,.000
3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,.000
1・2塁,.000,2,1,0,0,0,0,0,0,0,0,1,0,.000
1・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
2・3塁,.000,1,1,0,0,0,0,0,0,0,0,0,0,.000
満塁,.000,2,2,0,0,0,0,1,0,0,0,0,0,.000
得点圏,.000,8,7,0,0,0,0,1,1,0,0,1,0,.000
