アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,4,20.0%,安打,3,50.0%
フライ,6,30.0%,四死球,3,50.0%
空三振,6,30.0%,失策出塁,0,0.0%
見三振,2,10.0%,野選,0,0.0%
犠打,2,10.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
