条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.133,19,15,2,1,0,0,6,2,0,2,0
対左投手,0.167,7,6,1,0,0,0,2,1,0,0,0
