球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,293,44.7%,146.1,13,63,54,106,44.4%,10.5%,.415,65,27,1,11,4,1
フォーク,257,39.2%,128.1,46,38,43,86,49.4%,34.6%,.224,67,15,1,25,3,0
カットボール,67,10.2%,133.6,5,10,9,24,35.8%,15.2%,.400,20,8,0,1,1,0
カーブ,26,4.0%,115.2,1,6,3,13,38.5%,14.3%,.000,2,0,0,0,0,0
ツーシーム,11,1.7%,134.0,0,3,1,5,36.4%,0.0%,.500,2,1,0,0,0,0
シュート,1,0.2%,-,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
