アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,36,32.7%,安打,51,81.0%
フライ,32,29.1%,四死球,11,17.5%
空三振,28,25.5%,失策出塁,1,1.6%
見三振,9,8.2%,野選,0,0.0%
犠打,5,4.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
