条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.295,83,78,23,6,0,1,22,2,0,3,0
対左打者,0.359,90,78,28,4,1,1,15,8,1,2,1
