打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,23,5,.217,0,6,0,0,0,0.217
2打席目,22,8,.364,0,3,1,0,0,0.391
3打席目,20,2,.100,1,6,0,0,0,0.1
4打席目,9,2,.222,0,5,1,0,0,0.3
5打席目以上,0,0,-,0,0,0,0,0,
