チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.5,3,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.333,0.5,0.833
ＤｅＮＡ,0.125,7,16,16,0,2,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0.125,0.125,0.25
広島,0.2,8,17,15,2,3,0,0,1,6,2,4,2,0,0,0,0,0,0,0,0.294,0.4,0.694
ヤクルト,0.25,8,12,12,0,3,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0.25,0.25,0.5
中日,0.25,9,14,12,0,3,1,0,0,4,1,3,2,0,0,0,0,0,0,0,0.357,0.333,0.69
