アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,27,36.0%,安打,22,84.6%
フライ,22,29.3%,四死球,4,15.4%
空三振,21,28.0%,失策出塁,0,0.0%
見三振,5,6.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
