打率.229,試合47,打席101,打数96,得点3,安打22,内安0,内安率0.0,２Ｂ3,３Ｂ0,本塁1,HR勝敗1-0-0,塁打28,打点8,三振26
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
4,0,0,0,1,0,0,-,2,0,6,.333,.257,.292,.549
