左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
41.4% (29),41.4% (29),41.4% (29),27.1% (19),27.1% (19),27.1% (19),31.4% (22),31.4% (22),31.4% (22)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
38.1% (8),100.0% (1),41.7% (20),42.9% (9),0.0% (0),20.8% (10),19.0% (4),0.0% (0),37.5% (18)
