打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,35,11,0.314,0,12,6,0,0,0.415
2打席目,37,12,0.324,1,8,4,0,0,0.39
3打席目,32,3,0.094,0,10,2,1,0,0.147
4打席目,21,4,0.19,1,4,1,0,0,0.227
5打席目以上,6,3,0.5,0,2,0,0,0,0.5
