チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
日本ハム,0.143,3,7,7,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0.143,0.286,0.429
ロッテ,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
楽天,0.333,3,4,3,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.5,0.333,0.833
オリックス,0.5,2,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0.5,1.0,1.5
西武,0.0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0
