左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
27.6% (27),27.6% (27),27.6% (27),27.6% (27),27.6% (27),27.6% (27),44.9% (44),44.9% (44),44.9% (44)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
28.1% (9),0.0% (0),28.1% (18),34.4% (11),0.0% (0),25.0% (16),37.5% (12),100.0% (2),46.9% (30)
