打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.154,18,44,39,1,6,1,0,0,7,2,10,4,1,0,1,0,0,1,1,0.233,0.179,0.412
Nighter,0.275,55,114,102,14,28,8,0,2,42,14,32,10,1,1,1,0,3,1,2,0.345,0.412,0.757
