守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.400,1,5,5,0,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,.400,.400,0.8
三塁手,.200,3,10,10,0,2,1,0,0,3,1,2,0,0,0,0,0,0,0,0,.200,.300,0.5
遊撃手,.250,37,130,116,9,29,8,0,2,43,14,33,12,2,1,1,0,1,1,3,.326,.371,0.696
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.100,32,13,10,6,1,0,0,0,1,0,6,2,0,0,1,0,1,1,0,.250,.100,0.35
