打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,4,1,0.25,0,1,0,0,0,0.25
2打席目,4,1,0.25,0,0,0,0,0,0.25
3打席目,3,0,0.0,0,0,0,0,0,0.0
4打席目,1,0,0.0,0,0,1,0,0,0.5
5打席目以上,1,0,0.0,0,0,0,0,0,0.0
