左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.7% (14),46.7% (14),46.7% (14),13.3% (4),13.3% (4),13.3% (4),40.0% (12),40.0% (12),40.0% (12)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
75.0% (3),- (0),42.3% (11),0.0% (0),- (0),15.4% (4),25.0% (1),- (0),42.3% (11)
