打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,130,33,0.254,3,20,5,0,0,0.281
2打席目,129,38,0.295,6,19,6,0,0,0.326
3打席目,121,37,0.306,4,13,11,0,1,0.361
4打席目,119,33,0.277,3,25,6,0,1,0.31
5打席目以上,38,7,0.184,0,7,3,0,0,0.244
