条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.279,360,340,95,20,0,12,59,14,5,0,1
対左投手,0.271,212,199,54,10,0,5,25,8,4,0,1
