左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.1% (228),51.1% (228),51.1% (228),23.5% (105),23.5% (105),23.5% (105),25.3% (113),25.3% (113),25.3% (113)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
49.2% (65),100.0% (17),49.2% (146),34.1% (45),0.0% (0),20.2% (60),16.7% (22),0.0% (0),30.6% (91)
