左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
20.0% (24),20.0% (24),20.0% (24),27.5% (33),27.5% (33),27.5% (33),52.5% (63),52.5% (63),52.5% (63)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
8.8% (3),- (0),24.4% (21),44.1% (15),- (0),20.9% (18),47.1% (16),- (0),54.7% (47)
