アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,37,30.8%,安打,34,77.3%
フライ,50,41.7%,四死球,6,13.6%
空三振,26,21.7%,失策出塁,4,9.1%
見三振,6,5.0%,野選,0,0.0%
犠打,1,0.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
