守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.214,7,30,28,2,6,1,0,0,7,3,5,1,0,1,0,0,1,0,1,.267,.250,0.517
二塁手,.333,1,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.333,.333,0.667
三塁手,.273,11,45,44,3,12,1,1,0,15,4,8,0,0,0,0,1,1,0,0,.267,.341,0.608
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.167,13,46,42,5,7,0,0,0,7,1,12,2,0,1,1,0,3,0,0,.222,.167,0.389
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,.000,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
指名打者,.250,3,12,12,1,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,.250,.250,0.5
途中出場,.208,24,25,24,2,5,1,0,0,6,3,1,1,1,0,0,0,0,0,0,.240,.250,0.49
