打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,36,7,0.194,0,13,0,0,0,0.194
2打席目,35,5,0.143,0,5,1,0,0,0.167
3打席目,30,8,0.267,0,8,1,0,1,0.281
4打席目,20,8,0.4,0,3,3,1,0,0.478
5打席目以上,11,1,0.091,0,2,0,0,0,0.091
