守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.223,25,101,94,9,21,4,1,0,27,5,17,7,0,0,0,0,1,1,0,.277,.287,0.564
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.286,2,7,7,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.286,.286,0.571
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.244,12,50,45,2,11,3,0,0,14,4,12,3,0,0,1,1,0,0,0,.286,.311,0.597
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.200,4,16,15,2,3,0,0,1,6,1,4,1,0,0,0,0,0,0,0,.250,.400,0.65
途中出場,.200,18,18,15,0,3,2,0,0,5,3,4,1,0,0,0,2,0,0,0,.222,.333,0.556
