球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,266,38.6%,147.4,19,51,45,83,43.2%,14.4%,.293,75,22,1,11,5,0
スライダー,120,17.4%,128.8,14,23,12,45,40.8%,26.9%,.129,31,4,0,5,2,0
カットボール,76,11.0%,138.3,9,10,21,22,52.6%,20.5%,.188,16,3,0,2,1,0
フォーク,66,9.6%,135.0,13,4,8,31,37.9%,41.9%,.125,16,2,0,6,2,0
チェンジアップ,62,9.0%,128.2,23,6,9,13,61.3%,53.5%,.095,21,2,0,10,0,0
カーブ,33,4.8%,114.2,6,7,0,16,39.4%,60.0%,.400,5,2,0,1,1,0
ツーシーム,18,2.6%,139.8,0,2,5,7,38.9%,0.0%,.750,4,3,0,0,1,0
シュート,16,2.3%,146.4,0,2,5,5,43.8%,0.0%,.500,4,2,0,0,0,0
ナックルカーブ,14,2.0%,130.9,1,3,2,7,42.9%,25.0%,.000,1,0,0,0,0,0
スプリット,8,1.2%,133.6,2,1,1,4,50.0%,66.7%,.000,1,0,0,1,0,0
シンカー,5,0.7%,130.8,0,1,1,2,40.0%,0.0%,.000,2,0,0,1,0,0
高速スライダー,3,0.4%,141.0,0,0,0,3,0.0%,-%,-,0,0,0,0,0,0
縦スライダー,1,0.1%,133.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
スラーブ,1,0.1%,122.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
パーム,1,0.1%,112.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
