打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,39,12,0.308,0,7,3,1,0,0.357
2打席目,41,10,0.244,0,6,2,0,0,0.279
3打席目,41,7,0.171,0,8,2,0,0,0.209
4打席目,33,6,0.182,1,11,4,0,1,0.263
5打席目以上,7,2,0.286,0,1,0,0,0,0.286
