球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.229,58,163,140,16,32,2,1,1,39,13,31,13,1,4,6,0,1,2,6,.312,.279,0.591
東京ドーム,.160,8,27,25,0,4,1,0,0,5,0,7,1,0,0,1,0,0,1,1,.192,.200,0.392
甲子園,.185,10,34,27,3,5,1,0,0,6,3,8,2,0,1,3,1,0,0,0,.258,.222,0.48
横浜,.105,9,22,19,0,2,1,0,0,3,1,7,1,0,0,1,1,0,0,0,.143,.158,0.301
神宮,.067,6,19,15,1,1,0,0,0,1,0,5,2,0,1,1,0,0,0,0,.222,.067,0.289
バンテリンドーム,.238,9,27,21,2,5,0,0,0,5,0,4,4,0,0,2,0,1,0,0,.360,.238,0.598
Ce その他,.500,3,9,8,0,4,1,0,0,5,0,0,1,0,0,0,0,0,0,0,.556,.625,1.181
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.000,3,12,10,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,.091,.000,0.091
ZOZOマリン,.333,3,12,9,2,3,0,0,0,3,1,1,2,0,0,1,0,0,0,1,.455,.333,0.788
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.300,3,10,10,0,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,.300,.300,0.6
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
