アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,20,37.0%,安打,17,68.0%
フライ,10,18.5%,四死球,7,28.0%
空三振,14,25.9%,失策出塁,1,4.0%
見三振,6,11.1%,野選,0,0.0%
犠打,4,7.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
