打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,14,6,0.429,0,5,1,1,0,0.467
2打席目,15,3,0.2,0,3,1,0,0,0.25
3打席目,13,6,0.462,0,1,1,1,0,0.5
4打席目,12,1,0.083,0,6,0,0,0,0.083
5打席目以上,2,0,0.0,0,1,1,0,0,0.333
