左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
44.7% (21),44.7% (21),44.7% (21),19.1% (9),19.1% (9),19.1% (9),36.2% (17),36.2% (17),36.2% (17)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
47.1% (8),- (0),43.3% (13),23.5% (4),- (0),16.7% (5),29.4% (5),- (0),40.0% (12)
