守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.192,7,26,26,1,5,0,0,0,5,0,9,0,0,0,0,0,0,0,0,.192,.192,0.385
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.300,5,20,20,4,6,1,0,2,13,8,8,0,0,0,0,0,0,0,0,.300,.650,0.95
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,.400,2,6,5,1,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,.500,.400,0.9
指名打者,.261,13,51,46,5,12,0,0,5,27,15,15,4,0,0,0,1,1,1,0,.314,.587,0.901
途中出場,.222,8,9,9,0,2,1,0,0,3,0,4,0,0,0,0,0,0,0,0,.222,.333,0.556
