打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,26,6,0.231,3,7,1,0,0,0.259
2打席目,25,5,0.2,1,12,1,0,1,0.222
3打席目,24,9,0.375,2,8,2,0,0,0.423
4打席目,20,5,0.25,1,6,1,0,0,0.286
5打席目以上,2,0,0.0,0,0,0,0,0,0.0
