球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,263,39.5%,146.6,23,43,53,93,45.2%,18.1%,.258,62,16,1,11,9,1
スライダー,92,13.8%,130.1,17,14,16,29,51.1%,34.7%,.080,25,2,0,9,1,0
カットボール,76,11.4%,137.4,16,11,10,25,48.7%,40.0%,.222,18,4,1,4,2,0
チェンジアップ,70,10.5%,130.3,13,8,10,25,44.3%,35.1%,.059,17,1,0,3,2,0
フォーク,45,6.8%,135.6,14,2,4,15,44.4%,50.0%,.357,14,5,0,4,0,0
ツーシーム,34,5.1%,141.3,6,3,6,16,44.1%,40.0%,.200,5,1,0,2,2,0
カーブ,32,4.8%,114.8,2,15,2,12,59.4%,40.0%,.000,1,0,0,0,1,0
ナックルカーブ,21,3.2%,126.6,3,3,1,12,33.3%,50.0%,.500,2,1,0,0,0,0
スプリット,14,2.1%,136.2,1,0,4,6,35.7%,12.5%,.250,4,1,0,1,0,0
縦スライダー,11,1.7%,126.6,0,0,3,7,27.3%,0.0%,.000,1,0,0,0,0,0
シュート,4,0.6%,144.5,1,0,0,1,25.0%,33.3%,.500,2,1,0,0,0,0
パワーカーブ,1,0.2%,123.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
シンカー,1,0.2%,124.0,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
パーム,1,0.2%,115.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
高速スライダー,1,0.2%,138.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
