条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.266,271,248,66,16,1,5,55,17,4,0,2
対左打者,0.296,215,199,59,12,2,2,47,8,4,2,2
