球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,473,57.8%,153.5,67,62,131,133,55.0%,24.1%,0.164,110,18,1,35,5,0
スプリット,201,24.6%,142.9,51,23,32,61,52.7%,43.6%,0.136,59,8,1,25,2,0
スライダー,68,8.3%,138.9,19,11,10,18,58.8%,48.7%,0.214,14,3,1,4,0,0
チェンジアップ,50,6.1%,137.1,13,11,6,11,60.0%,46.4%,0.3,10,3,0,1,0,0
ツーシーム,26,3.2%,153.1,2,2,12,8,61.5%,12.5%,0.0,2,0,0,0,1,0
