条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.269,55,52,14,2,0,2,15,3,0,0,0,0.309
1塁,0.188,19,16,3,0,0,1,1,1,0,2,0,0.235
2塁,0.273,13,11,3,2,0,0,3,2,0,0,0,0.385
3塁,1.0,1,1,1,0,0,0,0,0,0,0,0,1.0
1・2塁,0.167,7,6,1,0,0,0,2,0,0,1,0,0.167
1・3塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0.0
2・3塁,0.0,4,3,0,0,0,0,1,1,0,0,0,0.25
満塁,0.333,6,6,2,0,0,0,3,0,0,0,0,0.333
得点圏,0.25,32,28,7,2,0,0,9,3,0,1,0,0.323
