種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.45,17,0,17,0,0,2,1,2,1,0,0,14.2,14,1,13,4,0,4,4,1.23,0.255,-,3.67
Visitor,4.09,13,0,13,0,1,1,0,1,0,0,1,11.0,10,2,12,3,0,5,5,1.18,0.244,-,2.2
