球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
フォーク,213,54.2%,134.6,44,32,37,68,53.1%,38.9%,0.231,52,12,1,20,3,0
ストレート,152,38.7%,146.9,10,33,18,54,40.1%,15.4%,0.282,39,11,2,5,2,0
ナックルカーブ,28,7.1%,122.1,2,7,1,13,35.7%,25.0%,0.2,5,1,0,0,0,0
