球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,76,40.4%,144.6,3,13,17,32,43.4%,9.7%,0.167,12,2,0,1,3,0
スライダー,68,36.2%,128.8,8,14,3,29,36.8%,32.0%,0.125,16,2,0,2,2,0
シンカー,36,19.1%,143.5,6,5,6,11,47.2%,30.0%,0.2,10,2,0,2,0,0
カーブ,8,4.3%,113.1,1,1,1,2,37.5%,20.0%,1.0,3,3,0,0,0,0
