防御率0.79,試合12,先発0,救援12,連投(試)1,連投(日)1,勝利1,敗戦0,HLD0,Ｓ0,ＨＰ1,ＳＰ1,救勝1,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
1.000,11.1,46,188,16.6,9,0,5,5,0,0,0,0,2,1,1.24,-
