種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.00,2,1,1,1,1,0,0,0,0,0,1,9.0,10,0,6,1,0,4,4,1.22,.278,1.29,0.50
Visitor,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,-,-,-,-
