アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,99,32.7%,安打,104,72.2%
フライ,143,47.2%,四死球,38,26.4%
空三振,44,14.5%,失策出塁,2,1.4%
見三振,13,4.3%,野選,0,0.0%
犠打,4,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
