条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.264,319,284,75,14,1,3,41,26,2,4,3
対左投手,0.25,128,116,29,6,0,6,16,9,1,0,2
