種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,6.75,4,0,4,0,1,0,0,0,0,0,1,4.0,6,2,4,3,0,3,3,2.25,0.333,-,1.33
Nighter,4.91,4,0,4,0,0,0,0,0,0,0,0,3.2,2,0,1,3,0,2,2,1.36,0.154,-,1.83
