球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.059,9,20,17,0,1,0,0,0,1,0,11,0,0,0,3,0,0,0,0,.059,.059,0.118
東京ドーム,.250,2,5,4,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,.250,.250,0.5
横浜,.000,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,.000,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
神宮,.000,3,8,6,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,1,.143,.000,0.143
バンテリンドーム,.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
Ce その他,.000,3,7,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.000,2,7,5,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,.167,.000,0.167
ベルーナドーム,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
