左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.9% (14),51.9% (14),51.9% (14),14.8% (4),14.8% (4),14.8% (4),33.3% (9),33.3% (9),33.3% (9)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
66.7% (4),- (0),47.6% (10),16.7% (1),- (0),14.3% (3),16.7% (1),- (0),38.1% (8)
