アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,107,36.9%,安打,127,76.0%
フライ,100,34.5%,四死球,37,22.2%
空三振,60,20.7%,失策出塁,3,1.8%
見三振,17,5.9%,野選,0,0.0%
犠打,6,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
