球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,691,40.6%,147.1,40,139,138,220,45.9%,12.0%,0.349,172,60,5,24,13,1
フォーク,384,22.6%,138.3,69,29,64,152,42.2%,34.0%,0.242,95,23,0,26,10,1
スライダー,379,22.3%,128.8,39,78,80,99,52.0%,19.3%,0.27,100,27,6,18,7,1
カーブ,215,12.6%,122.5,19,70,26,72,53.5%,26.0%,0.351,37,13,0,9,1,1
ツーシーム,31,1.8%,145.3,0,9,4,10,41.9%,0.0%,0.5,8,4,0,0,0,0
