種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,6.91,3,3,0,0,2,0,0,0,0,0,0,14.1,25,1,14,4,0,16,11,2.02,0.362,2.25,-
Nighter,3.89,15,14,1,4,6,0,0,0,0,0,0,85.2,102,10,63,29,4,37,37,1.53,0.297,3.56,1.11
