チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,2.25,3,0,3,0,0,0,0,0,0,0,0,4.0,3,0,5,2,0,1,1,1.25,0.2,-,4.0
日本ハム,7.04,5,0,5,0,0,0,0,0,0,0,0,7.2,8,3,3,5,0,6,6,1.7,0.267,-,1.28
楽天,4.5,2,0,2,0,0,0,0,0,0,0,0,2.0,3,0,2,2,0,1,1,2.5,0.333,-,2.0
オリックス,9.0,6,0,6,0,1,0,0,0,0,0,1,5.0,6,2,4,1,0,5,5,1.4,0.286,-,1.0
西武,0.0,2,0,2,0,0,0,0,0,0,0,0,2.0,1,0,3,0,0,0,0,0.5,0.125,-,99.0
