チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,5.59,11,0,11,0,2,3,1,3,1,0,2,9.2,12,0,18,3,0,7,6,1.55,0.286,-,1.38
日本ハム,0.0,12,0,12,0,0,5,2,5,2,0,0,11.0,7,0,12,2,0,0,0,0.82,0.179,-,99.0
ロッテ,0.96,9,0,9,0,0,6,1,6,1,0,0,9.1,2,1,11,1,0,1,1,0.32,0.067,-,9.33
オリックス,5.79,6,0,6,1,1,1,0,2,1,1,1,4.2,8,1,4,2,0,3,3,2.14,0.421,-,1.56
西武,1.42,7,0,7,1,1,3,1,4,2,1,1,6.1,3,0,7,7,0,1,1,1.58,0.143,-,6.33
