アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,25,43.1%,安打,19,65.5%
フライ,24,41.4%,四死球,10,34.5%
空三振,7,12.1%,失策出塁,0,0.0%
見三振,1,1.7%,野選,0,0.0%
犠打,1,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
