条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.214,51,42,9,2,1,1,4,6,0,1,2
対左打者,0.313,36,32,10,2,0,1,4,4,0,0,0
