球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,156,39.6%,144.0,14,31,35,58,51.3%,20.9%,0.182,22,4,1,4,3,1
スライダー,106,26.9%,132.7,12,19,16,35,44.3%,23.1%,0.107,28,3,0,4,4,0
フォーク,76,19.3%,131.6,13,4,15,28,42.1%,29.5%,0.364,22,8,0,6,0,0
カーブ,37,9.4%,115.1,3,13,3,15,51.4%,33.3%,0.333,3,1,0,0,0,0
カットボール,19,4.8%,138.6,0,4,2,8,31.6%,0.0%,0.2,5,1,0,0,1,1
