防御率2.57,試合4,先発4,救援0,連投(試)0,連投(日)0,勝利2,敗戦1,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.667,21.0,90,394,18.8,17,1,14,8,0,2,0,0,9,6,1.19,25.0%
