条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.261,49,46,12,1,0,1,6,3,0,0,0
対左打者,0.147,41,34,5,1,0,0,8,5,2,0,0
